week,channel,age_group,weekly_budget_total_inr,seasonality_base,seasonality_factor_channel,spend_inr,impressions,clicks,cpc_inr,ctr,conversion_rate,conversions,avg_order_value_inr,revenue_inr,cpm_inr,roi
21,Display Ads,55+,152722.33,0.9531,0.9859,2908.8,31526,292,9.95,0.0093,0.0092,0,759.09,0.0,92.26,-1.0
22,Google Search Ads,18-34,153051.84,0.9621,0.9943,15464.34,17809,616,25.07,0.0346,0.0454,14,920.17,12882.38,868.33,-0.167
22,Google Search Ads,35-54,153051.84,0.9621,0.9943,13245.88,15500,499,26.52,0.0322,0.0766,20,1058.5,21169.98,854.55,0.5982
22,Google Search Ads,55+,153051.84,0.9621,0.9943,9461.53,11317,355,26.62,0.0314,0.0415,10,1029.78,10297.78,835.98,0.0884
22,Instagram Ads,18-34,153051.84,0.9621,0.9886,16060.66,24136,656,24.47,0.0272,0.0235,9,851.69,7665.17,665.4,-0.5227
22,Instagram Ads,35-54,153051.84,0.9621,0.9886,5631.86,9334,239,23.48,0.0257,0.0342,6,893.22,5359.32,603.34,-0.0484
22,Instagram Ads,55+,153051.84,0.9621,0.9886,1585.22,2775,71,22.16,0.0258,0.0205,2,958.87,1917.75,571.22,0.2098
22,Facebook Ads,18-34,153051.84,0.9621,0.9905,5901.24,9095,361,16.33,0.0397,0.0236,6,798.66,4791.98,648.82,-0.188
22,Facebook Ads,35-54,153051.84,0.9621,0.9905,11038.23,15923,605,18.24,0.038,0.0226,8,754.57,6036.59,693.21,-0.4531
22,Facebook Ads,55+,153051.84,0.9621,0.9905,6491.86,9049,360,18.01,0.0398,0.0179,2,937.55,1875.09,717.36,-0.7112
22,YouTube Ads,18-34,153051.84,0.9621,0.9886,11679.46,174394,1030,11.33,0.0059,0.0285,18,868.07,15625.27,66.97,0.3378
22,YouTube Ads,35-54,153051.84,0.9621,0.9886,4706.78,58043,371,12.69,0.0064,0.0199,5,725.13,3625.65,81.09,-0.2297
22,YouTube Ads,55+,153051.84,0.9621,0.9886,1689.55,19555,126,13.33,0.0065,0.0099,0,988.8,0.0,86.4,-1.0
22,Influencer Marketing,18-34,153051.84,0.9621,0.9867,13081.92,8633,426,30.66,0.0494,0.0762,27,1080.07,29161.8,1515.22,1.2292
22,Influencer Marketing,35-54,153051.84,0.9621,0.9867,3335.61,2527,119,27.85,0.0474,0.0635,5,1024.05,5120.24,1319.96,0.535
22,Influencer Marketing,55+,153051.84,0.9621,0.9867,1543.49,1121,55,27.95,0.0492,0.0409,2,1337.03,2674.06,1376.34,0.7325
22,Email,18-34,153051.84,0.9621,0.9924,2591.22,4701,454,5.7,0.0966,0.085,24,866.31,20791.38,551.16,7.0238
22,Email,35-54,153051.84,0.9621,0.9924,4422.83,8326,781,5.66,0.0938,0.1077,38,742.6,28218.73,531.15,5.3802
22,Email,55+,153051.84,0.9621,0.9924,3458.87,5867,587,5.89,0.1001,0.0919,35,789.49,27632.08,589.5,6.9888
22,Display Ads,18-34,153051.84,0.9621,0.9886,10007.38,108251,794,12.6,0.0073,0.0098,9,762.36,6861.22,92.45,-0.3144
22,Display Ads,35-54,153051.84,0.9621,0.9886,6582.94,72879,543,12.11,0.0075,0.013,1,974.93,974.93,90.33,-0.8519
22,Display Ads,55+,153051.84,0.9621,0.9886,5070.96,50193,380,13.32,0.0076,0.0097,2,1094.4,2188.81,101.03,-0.5684
23,Google Search Ads,18-34,144553.0,0.9732,0.996,9575.87,5337,228,41.88,0.0428,0.0368,4,904.13,3616.51,1794.21,-0.6223
23,Google Search Ads,35-54,144553.0,0.9732,0.996,10998.79,6373,281,39.03,0.0442,0.0604,12,1071.83,12862.0,1725.58,0.1694
23,Google Search Ads,55+,144553.0,0.9732,0.996,5102.84,3154,139,36.71,0.0441,0.0609,9,1065.63,9590.69,1617.56,0.8795
23,Instagram Ads,18-34,144553.0,0.9732,0.992,18181.8,23240,1041,17.45,0.0448,0.0467,14,857.62,12006.69,782.34,-0.3396
23,Instagram Ads,35-54,144553.0,0.9732,0.992,5705.84,6181,297,19.17,0.0482,0.0422,6,1116.76,6700.58,923.12,0.1743
23,Instagram Ads,55+,144553.0,0.9732,0.992,2150.89,2822,123,17.41,0.0438,0.0239,5,1036.5,5182.52,761.96,1.4095
23,Facebook Ads,18-34,144553.0,0.9732,0.9933,5554.74,15809,351,15.81,0.0222,0.0216,5,853.06,4265.29,351.36,-0.2321
23,Facebook Ads,35-54,144553.0,0.9732,0.9933,8117.78,23558,571,14.21,0.0242,0.0171,5,869.09,4345.47,344.58,-0.4647
23,Facebook Ads,55+,144553.0,0.9732,0.9933,6004.9,17754,428,14.03,0.0241,0.0199,3,845.46,2536.38,338.21,-0.5776
23,YouTube Ads,18-34,144553.0,0.9732,0.992,17479.5,252115,2303,7.59,0.0091,0.0184,22,884.39,19456.53,69.33,0.1131
23,YouTube Ads,35-54,144553.0,0.9732,0.992,9438.47,149158,1396,6.76,0.0094,0.0214,14,869.87,12178.17,63.28,0.2903
23,YouTube Ads,55+,144553.0,0.9732,0.992,2452.34,34145,309,7.92,0.0091,0.0122,4,995.92,3983.68,71.82,0.6244
23,Influencer Marketing,18-34,144553.0,0.9732,0.9906,6875.27,4085,131,52.15,0.0323,0.0483,6,1102.14,6612.84,1682.79,-0.0382
23,Influencer Marketing,35-54,144553.0,0.9732,0.9906,1881.69,1067,36,51.79,0.034,0.0492,1,1125.96,1125.96,1762.43,-0.4016
23,Influencer Marketing,55+,144553.0,0.9732,0.9906,930.84,576,18,51.57,0.0313,0.0264,0,1158.04,0.0,1614.08,-1.0
23,Email,18-34,144553.0,0.9732,0.9946,5223.03,8853,827,6.31,0.0934,0.0408,20,785.55,15711.01,589.97,2.008
23,Email,35-54,144553.0,0.9732,0.9946,7842.93,13004,1229,6.38,0.0946,0.0456,27,914.62,24694.85,603.09,2.1487
23,Email,55+,144553.0,0.9732,0.9946,5737.29,9471,834,6.88,0.0881,0.0662,33,896.56,29586.33,605.72,4.1568
23,Display Ads,18-34,144553.0,0.9732,0.992,7108.58,60601,551,12.89,0.0091,0.0091,4,951.57,3806.29,117.3,-0.4645
23,Display Ads,35-54,144553.0,0.9732,0.992,4974.94,43615,397,12.52,0.0091,0.0092,2,849.51,1699.02,114.06,-0.6585
23,Display Ads,55+,144553.0,0.9732,0.992,3214.67,29687,256,12.53,0.0086,0.009,0,911.22,0.0,108.28,-1.0
24,Google Search Ads,18-34,207326.61,1.0143,1.0021,16557.66,19432,674,24.53,0.0347,0.0575,24,1133.77,27210.56,852.08,0.6434
24,Google Search Ads,35-54,207326.61,1.0143,1.0021,14840.56,17091,597,24.82,0.035,0.0728,24,1054.88,25317.18,868.31,0.7059
24,Google Search Ads,55+,207326.61,1.0143,1.0021,8987.16,11193,354,25.37,0.0316,0.04,10,1184.72,11847.21,802.88,0.3182
24,Instagram Ads,18-34,207326.61,1.0143,1.0043,28761.58,31685,1517,18.95,0.0479,0.0643,52,794.25,41301.1,907.73,0.436
24,Instagram Ads,35-54,207326.61,1.0143,1.0043,10357.12,12202,605,17.1,0.0496,0.0284,8,1029.66,8237.32,848.8,-0.2047
24,Instagram Ads,55+,207326.61,1.0143,1.0043,3976.39,4605,216,18.4,0.0469,0.0236,5,838.34,4191.68,863.41,0.0541
24,Facebook Ads,18-34,207326.61,1.0143,1.0036,5650.43,13931,440,12.84,0.0316,0.0102,4,883.07,3532.27,405.58,-0.3749
24,Facebook Ads,35-54,207326.61,1.0143,1.0036,9455.0,19593,648,14.57,0.0331,0.0231,9,845.2,7606.81,482.56,-0.1955
24,Facebook Ads,55+,207326.61,1.0143,1.0036,6270.13,17396,474,13.21,0.0273,0.0359,9,876.12,7885.05,360.42,0.2576
24,YouTube Ads,18-34,207326.61,1.0143,1.0043,11315.41,57424,804,14.06,0.014,0.0212,11,1028.86,11317.49,197.05,0.0002
24,YouTube Ads,35-54,207326.61,1.0143,1.0043,5415.13,32492,410,13.2,0.0126,0.0168,4,900.33,3601.33,166.66,-0.335
24,YouTube Ads,55+,207326.61,1.0143,1.0043,2113.63,11763,157,13.42,0.0134,0.0104,1,987.88,987.88,179.67,-0.5326
24,Influencer Marketing,18-34,207326.61,1.0143,1.005,30959.13,26427,1012,30.57,0.0383,0.1075,65,1176.47,76470.47,1171.48,1.47
24,Influencer Marketing,35-54,207326.61,1.0143,1.005,9599.24,7597,296,32.38,0.039,0.06,10,1363.79,13637.87,1263.52,0.4207
24,Influencer Marketing,55+,207326.61,1.0143,1.005,3239.08,3021,114,28.25,0.0379,0.0627,1,1216.58,1216.58,1072.02,-0.6244
24,Email,18-34,207326.61,1.0143,1.0029,5275.12,9009,783,6.73,0.087,0.0545,25,809.34,20233.53,585.48,2.8357
24,Email,35-54,207326.61,1.0143,1.0029,9046.13,18039,1701,5.32,0.0943,0.0724,76,728.0,55328.25,501.47,5.1162
24,Email,55+,207326.61,1.0143,1.0029,6609.84,11443,990,6.68,0.0865,0.0711,42,954.7,40097.34,577.61,5.0663
24,Display Ads,18-34,207326.61,1.0143,1.0043,8968.06,115497,910,9.85,0.0079,0.0088,6,810.85,4865.11,77.65,-0.4575
24,Display Ads,35-54,207326.61,1.0143,1.0043,6313.49,80644,662,9.53,0.0082,0.0067,1,963.75,963.75,78.29,-0.8474
24,Display Ads,55+,207326.61,1.0143,1.0043,3616.32,46171,357,10.11,0.0078,0.0061,1,1008.83,1008.83,78.32,-0.721
25,Google Search Ads,18-34,203557.8,0.9736,0.996,14234.66,11427,602,23.61,0.0527,0.0464,23,1106.31,25445.02,1245.6,0.7875
25,Google Search Ads,35-54,203557.8,0.9736,0.996,13132.78,12669,624,21.02,0.0493,0.0777,33,1055.92,34845.27,1036.55,1.6533
25,Google Search Ads,55+,203557.8,0.9736,0.996,7246.63,7283,355,20.38,0.0488,0.0405,15,957.28,14359.14,994.98,0.9815
25,Instagram Ads,18-34,203557.8,0.9736,0.9921,29756.56,38625,1301,22.87,0.0337,0.0384,20,852.51,17050.24,770.39,-0.427
25,Instagram Ads,35-54,203557.8,0.9736,0.9921,8606.21,9424,363,23.67,0.0386,0.0265,9,1128.67,10158.0,913.13,0.1803
25,Instagram Ads,55+,203557.8,0.9736,0.9921,3163.0,3518,131,24.06,0.0374,0.0245,3,995.7,2987.11,898.87,-0.0556
25,Facebook Ads,18-34,203557.8,0.9736,0.9934,5691.86,15015,503,11.3,0.0336,0.0134,3,820.0,2460.01,379.06,-0.5678
25,Facebook Ads,35-54,203557.8,0.9736,0.9934,10887.11,28576,922,11.8,0.0323,0.0219,9,830.53,7474.73,380.98,-0.3134
25,Facebook Ads,55+,203557.8,0.9736,0.9934,6173.2,15428,500,12.35,0.0324,0.0163,8,1063.86,8510.86,400.11,0.3787
25,YouTube Ads,18-34,203557.8,0.9736,0.9921,18490.34,162323,1698,10.89,0.0105,0.0392,33,785.16,25910.27,113.91,0.4013
25,YouTube Ads,35-54,203557.8,0.9736,0.9921,11210.02,81517,1005,11.14,0.0123,0.015,4,953.99,3815.97,137.52,-0.6596
25,YouTube Ads,55+,203557.8,0.9736,0.9921,2648.52,20189,248,10.66,0.0123,0.0229,3,923.3,2769.9,131.18,0.0458
25,Influencer Marketing,18-34,203557.8,0.9736,0.9908,18818.27,9491,687,27.37,0.0724,0.061,34,1112.34,37819.57,1982.69,1.0097
25,Influencer Marketing,35-54,203557.8,0.9736,0.9908,4782.43,2691,171,27.88,0.0637,0.0812,11,1114.94,12264.32,1776.96,1.5645
25,Influencer Marketing,55+,203557.8,0.9736,0.9908,2119.0,1061,70,29.88,0.0668,0.0531,5,1524.14,7620.68,1996.41,2.5964
25,Email,18-34,203557.8,0.9736,0.9947,4195.67,6817,889,4.72,0.1305,0.0271,4,741.62,2966.48,615.46,-0.293
25,Email,35-54,203557.8,0.9736,0.9947,6859.97,9880,1314,5.22,0.1331,0.0426,34,821.75,27939.37,694.32,3.0728
25,Email,55+,203557.8,0.9736,0.9947,5177.54,9403,1087,4.76,0.1156,0.0589,35,843.24,29513.53,550.58,4.7003
25,Display Ads,18-34,203557.8,0.9736,0.9921,12940.11,149803,1262,10.25,0.0084,0.0065,5,927.31,4636.54,86.38,-0.6417
25,Display Ads,35-54,203557.8,0.9736,0.9921,10196.44,112604,885,11.52,0.0079,0.008,1,887.87,887.87,90.55,-0.9129
25,Display Ads,55+,203557.8,0.9736,0.9921,7227.48,71321,618,11.69,0.0087,0.0084,6,1012.68,6076.1,101.34,-0.1593
26,Google Search Ads,18-34,158128.89,1.395,1.0593,9618.87,10325,383,25.07,0.0372,0.0485,16,1133.47,18135.53,931.55,0.8854
26,Google Search Ads,35-54,158128.89,1.395,1.0593,9618.46,8051,353,27.21,0.0439,0.0656,12,997.69,11972.27,1194.67,0.2447
26,Google Search Ads,55+,158128.89,1.395,1.0593,5695.81,5626,228,24.95,0.0406,0.0532,8,1269.93,10159.43,1012.24,0.7837
26,Instagram Ads,18-34,158128.89,1.395,1.1185,28635.44,29783,1433,19.98,0.0481,0.0578,47,1046.12,49167.55,961.47,0.717
26,Instagram Ads,35-54,158128.89,1.395,1.1185,9252.59,8798,459,20.14,0.0522,0.0136,2,896.94,1793.88,1051.58,-0.8061
26,Instagram Ads,55+,158128.89,1.395,1.1185,3259.43,3602,165,19.72,0.0459,0.0144,0,895.03,0.0,904.67,-1.0
26,Facebook Ads,18-34,158128.89,1.395,1.0988,4526.46,15325,417,10.85,0.0272,0.02,3,896.88,2690.65,295.35,-0.4056
26,Facebook Ads,35-54,158128.89,1.395,1.0988,8029.95,26034,811,9.9,0.0312,0.0286,14,946.3,13248.14,308.44,0.6498
26,Facebook Ads,55+,158128.89,1.395,1.0988,6081.94,21210,665,9.14,0.0314,0.029,13,1054.19,13704.51,286.74,1.2533
26,YouTube Ads,18-34,158128.89,1.395,1.1185,11181.33,90376,1038,10.77,0.0115,0.018,8,822.71,6581.65,123.72,-0.4114
26,YouTube Ads,35-54,158128.89,1.395,1.1185,6651.93,55094,593,11.21,0.0108,0.0256,15,899.9,13498.43,120.74,1.0292
26,YouTube Ads,55+,158128.89,1.395,1.1185,2042.73,16324,194,10.52,0.0119,0.0184,3,955.43,2866.28,125.13,0.4032
26,Influencer Marketing,18-34,158128.89,1.395,1.1383,20366.94,9805,574,35.46,0.0586,0.0802,38,1041.98,39595.42,2077.03,0.9441
26,Influencer Marketing,35-54,158128.89,1.395,1.1383,4876.08,2268,132,36.77,0.0584,0.0998,11,1318.32,14501.52,2149.25,1.974
26,Influencer Marketing,55+,158128.89,1.395,1.1383,2439.09,1127,70,34.73,0.0623,0.0197,1,1503.21,1503.21,2164.0,-0.3837
26,Email,18-34,158128.89,1.395,1.079,3045.17,5364,515,5.91,0.096,0.0342,8,879.34,7034.73,567.69,1.3101
26,Email,35-54,158128.89,1.395,1.079,4067.94,8881,800,5.08,0.0902,0.0883,52,886.67,46106.76,458.02,10.3342
26,Email,55+,158128.89,1.395,1.079,4530.89,8421,773,5.86,0.0918,0.0584,26,757.02,19682.42,537.99,3.344
26,Display Ads,18-34,158128.89,1.395,1.1185,6079.48,65652,530,11.46,0.0081,0.0106,3,939.39,2818.16,92.6,-0.5364
26,Display Ads,35-54,158128.89,1.395,1.1185,5327.07,51814,446,11.92,0.0086,0.0086,2,953.32,1906.63,102.81,-0.6421
26,Display Ads,55+,158128.89,1.395,1.1185,2801.26,27482,235,11.91,0.0086,0.0086,2,979.88,1959.77,101.93,-0.3004
27,Google Search Ads,18-34,193557.35,0.9649,0.9947,14247.47,11757,427,33.31,0.0364,0.0591,19,1051.49,19978.29,1211.79,0.4022
27,Google Search Ads,35-54,193557.35,0.9649,0.9947,13593.34,11171,405,33.52,0.0363,0.0492,12,892.07,10704.8,1216.82,-0.2125
27,Google Search Ads,55+,193557.35,0.9649,0.9947,7401.78,7086,240,30.83,0.0339,0.0361,8,916.35,7330.76,1044.53,-0.0096
27,Instagram Ads,18-34,193557.35,0.9649,0.9895,23496.53,26598,1431,16.42,0.0538,0.023,21,752.03,15792.62,883.39,-0.3279
27,Instagram Ads,35-54,193557.35,0.9649,0.9895,7542.35,9293,454,16.59,0.0489,0.021,2,960.47,1920.94,811.56,-0.7453
27,Instagram Ads,55+,193557.35,0.9649,0.9895,2228.72,2394,142,15.64,0.0595,0.0144,1,892.02,892.02,930.82,-0.5998
27,Facebook Ads,18-34,193557.35,0.9649,0.9912,5135.75,13138,254,20.21,0.0193,0.016,1,891.49,891.49,390.9,-0.8264
27,Facebook Ads,35-54,193557.35,0.9649,0.9912,8455.8,19902,422,20.0,0.0212,0.0226,10,864.01,8640.12,424.87,0.0218
27,Facebook Ads,55+,193557.35,0.9649,0.9912,6151.35,15181,319,19.24,0.0211,0.0162,1,857.93,857.93,405.18,-0.8605
27,YouTube Ads,18-34,193557.35,0.9649,0.9895,23909.56,220507,2108,11.34,0.0096,0.0169,24,951.13,22827.12,108.43,-0.0453
27,YouTube Ads,35-54,193557.35,0.9649,0.9895,16820.75,194921,1706,9.86,0.0088,0.0277,24,1035.99,24863.82,86.3,0.4782
27,YouTube Ads,55+,193557.35,0.9649,0.9895,6290.42,67248,618,10.16,0.0092,0.0087,1,1042.75,1042.75,93.54,-0.8342
27,Influencer Marketing,18-34,193557.35,0.9649,0.9877,17061.82,15994,619,27.53,0.0387,0.0752,25,1235.0,30875.01,1066.72,0.8096
27,Influencer Marketing,35-54,193557.35,0.9649,0.9877,4589.04,4567,175,26.11,0.0385,0.0758,5,1331.04,6655.2,1004.68,0.4502
27,Influencer Marketing,55+,193557.35,0.9649,0.9877,1881.98,1930,72,25.85,0.0377,0.0226,1,1348.1,1348.1,974.78,-0.2837
27,Email,18-34,193557.35,0.9649,0.993,4963.29,13110,850,5.84,0.0649,0.0325,18,741.33,13343.92,378.59,1.6885
27,Email,35-54,193557.35,0.9649,0.993,6587.55,18790,1139,5.78,0.0607,0.0526,36,809.04,29125.5,350.58,3.4213
27,Email,55+,193557.35,0.9649,0.993,7414.02,21731,1426,5.2,0.0656,0.0566,43,949.3,40819.75,341.16,4.5057
27,Display Ads,18-34,193557.35,0.9649,0.9895,7432.28,107551,871,8.53,0.0081,0.0132,6,741.23,4447.37,69.1,-0.4016
27,Display Ads,35-54,193557.35,0.9649,0.9895,5634.67,86160,618,9.11,0.0072,0.0067,4,785.39,3141.56,65.4,-0.4425
27,Display Ads,55+,193557.35,0.9649,0.9895,2718.87,36660,295,9.2,0.0081,0.0111,1,922.16,922.16,74.16,-0.6608
28,Google Search Ads,18-34,188854.81,0.9547,0.9932,14374.98,8554,368,38.98,0.0431,0.0984,24,931.01,22344.21,1680.33,0.5544
28,Google Search Ads,35-54,188854.81,0.9547,0.9932,11696.42,6906,293,39.88,0.0425,0.0345,7,978.16,6847.12,1693.48,-0.4146
28,Google Search Ads,55+,188854.81,0.9547,0.9932,8002.41,4858,201,39.8,0.0414,0.0438,6,1006.13,6036.8,1647.06,-0.2456
28,Instagram Ads,18-34,188854.81,0.9547,0.9864,19596.07,51330,1457,13.44,0.0284,0.0372,31,828.36,25679.16,381.76,0.3104
28,Instagram Ads,35-54,188854.81,0.9547,0.9864,6870.53,19603,497,13.8,0.0254,0.0388,17,910.45,15477.62,350.47,1.2528
28,Instagram Ads,55+,188854.81,0.9547,0.9864,2207.75,6204,169,13.02,0.0273,0.0222,8,1068.97,8551.75,355.82,2.8735
28,Facebook Ads,18-34,188854.81,0.9547,0.9887,6510.64,15188,623,10.44,0.0411,0.0238,9,815.59,7340.33,428.65,0.1274
28,Facebook Ads,35-54,188854.81,0.9547,0.9887,10984.08,26469,1090,10.07,0.0412,0.0216,19,805.91,15312.25,414.97,0.394
28,Facebook Ads,55+,188854.81,0.9547,0.9887,7233.94,15616,675,10.7,0.0433,0.0272,8,852.01,6816.09,463.22,-0.0578
28,YouTube Ads,18-34,188854.81,0.9547,0.9864,9686.58,72619,698,13.86,0.0096,0.0171,4,867.53,3470.13,133.39,-0.6418
28,YouTube Ads,35-54,188854.81,0.9547,0.9864,5634.27,46982,399,14.1,0.0085,0.0213,6,934.92,5609.53,119.92,-0.0044
28,YouTube Ads,55+,188854.81,0.9547,0.9864,1896.71,15268,142,13.36,0.0093,0.0104,0,1038.98,0.0,124.23,-1.0
28,Influencer Marketing,18-34,188854.81,0.9547,0.9841,29363.86,23693,1383,21.22,0.0584,0.0546,55,1108.79,60983.38,1239.3,1.0768
28,Influencer Marketing,35-54,188854.81,0.9547,0.9841,8389.56,6886,389,21.52,0.0566,0.0552,16,1127.3,18036.86,1218.24,1.1499
28,Influencer Marketing,55+,188854.81,0.9547,0.9841,3002.44,2123,126,23.8,0.0594,0.028,1,1306.56,1306.56,1413.62,-0.5648
28,Email,18-34,188854.81,0.9547,0.9909,5359.85,7761,841,6.37,0.1084,0.0553,25,838.09,20952.14,690.54,2.9091
28,Email,35-54,188854.81,0.9547,0.9909,8010.35,12536,1357,5.9,0.1083,0.062,50,712.43,35621.67,638.96,3.447
28,Email,55+,188854.81,0.9547,0.9909,7921.54,13906,1465,5.4,0.1054,0.0662,53,830.97,44041.19,569.61,4.5597
28,Display Ads,18-34,188854.81,0.9547,0.9864,9374.38,162504,1254,7.47,0.0077,0.0104,9,803.75,7233.77,57.69,-0.2283
28,Display Ads,35-54,188854.81,0.9547,0.9864,8294.2,120276,922,8.99,0.0077,0.0068,7,850.89,5956.26,68.96,-0.2819
28,Display Ads,55+,188854.81,0.9547,0.9864,4444.25,69556,518,8.57,0.0075,0.0099,5,1021.62,5108.11,63.89,0.1494
29,Google Search Ads,18-34,208884.96,0.997,0.9996,18659.93,14460,612,30.46,0.0424,0.0479,17,1151.77,19580.16,1290.43,0.0493
29,Google Search Ads,35-54,208884.96,0.997,0.9996,15525.21,11986,518,29.94,0.0433,0.0773,21,1008.08,21169.69,1295.21,0.3636
29,Google Search Ads,55+,208884.96,0.997,0.9996,9894.32,6967,307,32.18,0.0441,0.0433,7,941.35,6589.44,1420.1,-0.334
29,Instagram Ads,18-34,208884.96,0.997,0.9991,20261.51,31586,1593,12.71,0.0505,0.0318,37,964.35,35680.95,641.46,0.761
29,Instagram Ads,35-54,208884.96,0.997,0.9991,5328.61,9569,440,12.08,0.0461,0.0376,10,1167.46,11674.62,556.82,1.1909
29,Instagram Ads,55+,208884.96,0.997,0.9991,2365.26,3101,170,13.84,0.0551,0.0139,0,1020.11,0.0,762.6,-1.0
29,Facebook Ads,18-34,208884.96,0.997,0.9993,8464.05,24618,558,15.15,0.0227,0.0148,5,796.22,3981.12,343.81,-0.5296
29,Facebook Ads,35-54,208884.96,0.997,0.9993,15103.57,40165,884,17.08,0.022,0.0222,9,855.2,7696.83,376.03,-0.4904
29,Facebook Ads,55+,208884.96,0.997,0.9993,11287.44,38699,762,14.81,0.0197,0.0151,12,803.68,9644.12,291.67,-0.1456
29,YouTube Ads,18-34,208884.96,0.997,0.9991,9269.16,89002,859,10.78,0.0097,0.022,19,917.38,17430.16,104.14,0.8804
29,YouTube Ads,35-54,208884.96,0.997,0.9991,5288.71,52006,500,10.56,0.0096,0.0217,7,868.03,6076.23,101.69,0.1489
29,YouTube Ads,55+,208884.96,0.997,0.9991,1546.48,14727,133,11.55,0.0091,0.0158,2,986.81,1973.61,105.01,0.2762
29,Influencer Marketing,18-34,208884.96,0.997,0.999,23050.81,8474,619,37.23,0.0731,0.0802,28,971.87,27212.48,2720.09,0.1805
29,Influencer Marketing,35-54,208884.96,0.997,0.999,8704.05,3451,218,39.87,0.0633,0.0724,14,1105.88,15482.27,2521.9,0.7787
29,Influencer Marketing,55+,208884.96,0.997,0.999,3192.27,1223,81,39.24,0.0665,0.04,3,1239.82,3719.45,2609.83,0.1651
29,Email,18-34,208884.96,0.997,0.9994,4915.93,7924,834,5.89,0.1053,0.0566,31,779.09,24151.71,620.35,3.913
29,Email,35-54,208884.96,0.997,0.9994,8490.21,14068,1430,5.93,0.1017,0.0302,28,804.69,22531.26,603.51,1.6538
29,Email,55+,208884.96,0.997,0.9994,7549.93,12575,1345,5.61,0.107,0.0707,51,920.37,46938.92,600.35,5.2171
29,Display Ads,18-34,208884.96,0.997,0.9991,14061.65,189982,1431,9.82,0.0075,0.0134,13,1044.3,13575.93,74.02,-0.0345
29,Display Ads,35-54,208884.96,0.997,0.9991,10213.09,157825,1223,8.35,0.0078,0.0128,12,875.23,10502.78,64.71,0.0284
29,Display Ads,55+,208884.96,0.997,0.9991,5712.78,72265,586,9.75,0.0081,0.012,3,923.58,2770.73,79.05,-0.515
30,Google Search Ads,18-34,202917.99,1.0183,1.0027,13956.45,16686,541,25.8,0.0324,0.047,15,979.13,14687.02,836.4,0.0523
30,Google Search Ads,35-54,202917.99,1.0183,1.0027,13979.67,18375,565,24.71,0.0308,0.069,30,903.15,27094.46,760.79,0.9381
30,Google Search Ads,55+,202917.99,1.0183,1.0027,7494.47,8804,281,26.58,0.032,0.054,13,1043.76,13568.9,851.21,0.8105
30,Instagram Ads,18-34,202917.99,1.0183,1.0055,35520.86,70954,2543,13.97,0.0358,0.0297,41,773.03,31694.41,500.61,-0.1077
30,Instagram Ads,35-54,202917.99,1.0183,1.0055,9630.41,18167,660,14.58,0.0364,0.0224,11,878.54,9663.9,530.1,0.0035
30,Instagram Ads,55+,202917.99,1.0183,1.0055,3370.2,7746,247,13.61,0.032,0.0226,1,1043.4,1043.4,435.04,-0.6904
30,Facebook Ads,18-34,202917.99,1.0183,1.0046,7083.26,15632,433,16.34,0.0277,0.0227,8,799.74,6397.95,453.12,-0.0968
30,Facebook Ads,35-54,202917.99,1.0183,1.0046,11136.74,20573,620,17.96,0.0301,0.0173,5,1093.94,5469.68,541.33,-0.5089
30,Facebook Ads,55+,202917.99,1.0183,1.0046,8125.29,16610,458,17.71,0.0276,0.0214,8,943.99,7551.93,489.17,-0.0706
30,YouTube Ads,18-34,202917.99,1.0183,1.0055,17824.94,160889,1992,8.95,0.0124,0.0133,12,822.78,9873.41,110.79,-0.4461
30,YouTube Ads,35-54,202917.99,1.0183,1.0055,7126.7,73364,782,9.1,0.0107,0.0402,25,861.21,21530.37,97.14,2.0211
30,YouTube Ads,55+,202917.99,1.0183,1.0055,2485.67,23710,279,8.88,0.0118,0.0175,2,970.59,1941.17,104.83,-0.2191
30,Influencer Marketing,18-34,202917.99,1.0183,1.0064,11910.46,8861,309,38.48,0.0349,0.0556,10,1233.15,12331.5,1344.09,0.0354
30,Influencer Marketing,35-54,202917.99,1.0183,1.0064,3084.78,2440,81,38.0,0.0333,0.0701,2,1160.75,2321.5,1264.09,-0.2474
30,Influencer Marketing,55+,202917.99,1.0183,1.0064,1633.06,1239,41,39.56,0.0333,0.0669,5,1289.71,6448.57,1317.96,2.9488
30,Email,18-34,202917.99,1.0183,1.0037,2496.82,5662,433,5.76,0.0765,0.0369,10,961.51,9615.08,440.95,2.8509
30,Email,35-54,202917.99,1.0183,1.0037,4904.89,10426,839,5.84,0.0805,0.0432,21,787.73,16542.33,470.41,2.3726
30,Email,55+,202917.99,1.0183,1.0037,3840.66,8796,720,5.33,0.082,0.1005,36,841.47,30292.77,436.6,6.8874
30,Display Ads,18-34,202917.99,1.0183,1.0055,16170.78,204338,1537,10.52,0.0075,0.0128,12,709.16,8509.95,79.14,-0.4737
30,Display Ads,35-54,202917.99,1.0183,1.0055,13338.43,174132,1227,10.86,0.0071,0.0082,3,842.91,2528.72,76.6,-0.8104
30,Display Ads,55+,202917.99,1.0183,1.0055,7803.44,108968,719,10.85,0.0066,0.0077,4,967.94,3871.76,71.61,-0.5038
31,Google Search Ads,18-34,183101.85,1.0379,1.0057,10299.88,11686,358,28.73,0.0307,0.0359,8,1080.68,8645.44,881.35,-0.1606
31,Google Search Ads,35-54,183101.85,1.0379,1.0057,11096.77,10920,361,30.74,0.0331,0.0412,12,1178.29,14139.48,1016.11,0.2742
